codigo;origen;destino;cliente;matricula;precio_base;nombre;bultos;precio_combustible;tipo_buque;toneladas
RA92DH10N9K3;Rosario;Londres;wgddxa txyqe;G4E9ZZH0D0V5;302401.36;xwzoj catnvk;0;0;1;26581
21822LG70PPQ;Buenos Aires;Napoles;ljjdb mlbexi;JQKLUCGRY8X8;221124.31;kxbtpzc lfmtepuc;0;0;3;27463
ORYFY5S2U317;Mendoza;Napoles;pvtxnbz jzwuifzd;2U7CESIJ3AUD;255244.53;iyrndt xsqjts;45;28069.63;0;0
76EPK1XES5UE;Rosario;Madrid;ooljefdy jhqid;WFIJ1JSYNKSM;256708.08;brbtky ybigtfgk;188;31956.68;0;0
CVVH0HTUTZXU;Mendoza;Madrid;gonfhy xtfqhyen;IHJWHG7P8MAO;100746.89;ytdecnbd aqvkfigl;20;25257.99;0;0
BEV4CKBKKWV8;Rosario;Londres;ewkoggom sdlgdgkq;PBY2CF8WK0Y8;160650.6;ukyltu wyeum;0;0;2;21555
9R1T9UXJ2I7B;Rosario;Londres;ffxlq arwkl;J3BR3VBELS7B;320200.53;kmhox ijiza;0;0;1;22308
OBANH1VQ17M6;Mendoza;San Francisco;roumwr jqiujum;WINU5LPATHYA;224933.44;zaksdq oxsgw;0;0;2;25888
46K1F10FF6JA;Mendoza;San Francisco;kmhdzotc joophl;ZY82VYLL1RNN;132310.18;ppwxi yquouzk;0;0;3;38932
J6BQLZHMYLXK;Rosario;Napoles;cfnvjgnq oaqnjlfs;GUUJ5ODNLO27;276238.1;fzcfecjz qticn;28;33676.24;0;0
CV6TG17K8WIM;Montevideo;Londres;iiyza ksgxifgx;X8GUKMWA2AWB;28907.66;vuupev kqjumm;163;34436.78;0;0
NROMJO9E7KIR;Cordoba;Napoles;frqrjvr bsdnp;W67SF6FVUB3N;145815.07;kwnlb lglvdj;0;0;3;23446
3NSDPM34LZJ5;Cordoba;Madrid;lnpsenj evnlddbk;I6TM7ASAJ6PP;156316.96;lwwly rcecetd;139;32743.1;0;0
Y0OMI7HLVOUW;Mendoza;Madrid;nkltu qqrze;9LPM8915X4S2;96186.61;vvlhiez ogszx;0;0;3;34007
ET6RSWB259JJ;Mendoza;Londres;jalfffp clumdw;NUJQBPCI7GLD;305250.93;qhskbtb femotsgg;0;0;3;18258
IQPQ0825YNPC;Montevideo;Napoles;ufnbrsrj llpsw;H25NR3OBE739;81144.89;augvi mckiray;0;0;2;28822
U9QRZQPBYMWR;Cordoba;Napoles;zptwt aktuam;7SYKD0KRCH4H;321240.47;bbzfvym zhcie;0;0;1;18880
479TRAD0XUC1;Mendoza;Napoles;upblfgru vvfrzu;WZ8BO2IGTJ37;95995.15;xrejm srysepsl;119;27778.95;0;0
U2XMUKS6342C;Buenos Aires;San Francisco;oqqfrwsk afumlga;6WVLRXQPHMAS;167589.89;mfeqzk nlsdu;0;0;1;21524
G8KQN0KN2GH8;Mendoza;Londres;hhibed xcdqynx;WU6E0ISPAU9U;192440.63;binlmc ydutfkuc;193;29206.48;0;0
327LE1X9B89Y;Cordoba;Madrid;kfdnuwjm ztoblp;BQI0HW09DUV1;36326.29;cdtlxwb jpakiyuv;124;28637.56;0;0
0PGNNRWKXWWD;Rosario;Londres;vgpponcr zoaco;C7PULU9VHIPG;97865.77;owrqx zklsves;0;0;1;29049
VU2OKCWXL2M2;Mendoza;Madrid;zgpsbmuu gmancrc;J5ST2XYH61YM;120279.76;svqfkk xwfeo;0;0;2;34716
25X78RWWO7RD;Montevideo;Napoles;acfmbcb lygrklk;ZH8F3BEDZRUP;179338.49;bkuafx dxnocrql;33;25813.45;0;0
SL7730N9LCW6;Montevideo;Londres;ovbdt toixugdg;LCTHD6H19UJD;34469.84;vmuqnokm ykdctrc;0;0;2;43536
GAF51BE9V8LS;Rosario;Londres;nkueaqd ysocai;OW3XWC7L5ST1;26531.95;nmtvbcq iptwv;0;0;2;26316
D81JSNHFRYZX;Rosario;Madrid;maucyb ukbrbo;0GNR1A8SYQK7;261119.75;xtrsxeu lggvk;89;34734.1;0;0
CCJNRI4WG9EN;Rosario;Madrid;xnskdecj ljasky;CX865DE69PW8;95302.17;vupbu rboglgps;0;0;3;26516
7I5R5OFOAX9N;Buenos Aires;Napoles;mkpqr srebrbfp;XDZYMH93BE12;189305.05;oweovoy qtvkoa;69;25050.34;0;0
R5E4FU3C9QOZ;Buenos Aires;Napoles;pbzhu qiieywp;AD6TOLJ8MMX0;333667.75;eqenkz wcbgf;0;0;1;35605
7ZCWAPQZ6SNO;Mendoza;Londres;ojkzvz qqchoer;AOKVWJ8DJSQ0;133659.05;kvkrulef mrkiipu;36;30902.04;0;0
PXHOJJRP70RU;Cordoba;Londres;wpextoc yudut;NH05YHQ73IHJ;118416.3;kmxtu sgbrruz;129;27943.09;0;0
VEFO3LQH9VO3;Mendoza;Napoles;wckascg aqxdt;6FUGNHWUBNI5;67271.37;ugaws xgemeeja;0;0;2;22998
PBAI6FMQR7UW;Rosario;Madrid;yvvoiqka usettyep;VWKOPK0V2YPP;308615.02;dowwml hmozud;0;0;1;28197
BMUHT5XWKTPL;Rosario;Londres;ludua cnerswj;Y6FFK6R88P27;295318.47;cjcxfph cbtmadlf;0;0;1;42620
WSX2EKKG6FN9;Cordoba;Napoles;oosmoed ngtwwke;4X96PLH7KGPP;80887.61;drowsbnw cmflohhf;0;0;3;31265
MRYKA5AO55HL;Cordoba;Madrid;ftqpdcoe brmbz;HZ6FZRRK615W;279257.35;zucvhzr eyhqrnzn;196;33864.45;0;0
CGD8BQI3BZNB;Mendoza;San Francisco;nonvuuci vmppzp;6WQV4SSEQRXN;147043.95;auzfowfa uklacfls;0;0;3;26423
SMDRY9RO01D9;Rosario;San Francisco;vcmgyctq fmgbe;VSACTM18YDFD;133987.03;zrsmp dkotdho;198;27415.37;0;0
IRL7L5GFA0CJ;Buenos Aires;Londres;mcwarulz wrwyall;10IRI6RURHW7;282441.88;myonh bwvsz;0;0;3;18229
ZGLP9JB5QA09;Cordoba;Madrid;nmnqawt offwlet;JMA1K0KNG7KX;338321.58;gycphas emwigmul;13;30308.77;0;0
KA8BHYGJI1CX;Rosario;Napoles;ffipyilz dcbneeg;3RRV3C7E5YG5;90010.61;mfloiwjm fkzibu;0;0;3;18448
8T1EHLGVIPVD;Rosario;Londres;gekdhla rkfio;G2FL7G290VQO;302504.99;qapdx pmlnpoi;114;28864.4;0;0
MSG98HW4ZSOW;Cordoba;Napoles;ppllj jlzftau;UIAR91QZV9LX;198562.45;xwpbb wmymlpu;168;34799.06;0;0
7BKSB4LNQKXA;Buenos Aires;San Francisco;tcwoc oulwbjai;25G9DK98V1G3;115659.7;hcanfsul qyiexuae;0;0;3;28483
KOJ66YLJDVQ8;Mendoza;Napoles;ltvitcdm msmwkcc;L2WYZ0Z58CTE;97711.6;zwozvx klxwdwet;172;32601.76;0;0
5RPUZBLYQT3W;Rosario;Madrid;okpea ckcfoj;HFAEUQJLO9HL;31232.47;ikvdkaz gjieo;183;25217.98;0;0
3OEW1X0LIE3A;Cordoba;Madrid;nciia ruxyot;RGMI2X2D8E24;105505.8;bjoay puguolps;104;29563.47;0;0
DOH8YOJYXTG7;Mendoza;San Francisco;mlqtjzwx oyyftkm;Z4G2EOBAZUMN;259613.62;wpnunh yzlbrpoq;0;0;2;42690
LBHZNKL2U3AE;Rosario;Londres;cmsjjg myxcbrxg;L6U29UCRMK5V;287512.74;kcwqmppa sjlloqyj;94;27194.21;0;0
KJWG07X2BW6M;Cordoba;San Francisco;bnbuqqb jwpra;9071UEGGVQEH;342877.84;lfrvmbhh gbqdln;104;27017.32;0;0
BS7NG0RLV63T;Montevideo;Napoles;xidgtxo blpmh;46S1KUXIJRKP;37448.25;kwslb bjhbtgq;127;34899.03;0;0
PY840YM0LO9A;Cordoba;Napoles;zdakrq yvgenb;NEB7DE9UCIV9;133815.4;pvynyi mwgnghp;134;26881.12;0;0
4U1KU7IJOOLD;Mendoza;Londres;yvqivk qphmvkkk;GF8RWSGXU1SQ;305785.65;ixejdshj csbkhpx;0;0;1;21118
NE5BDKC9V8KU;Buenos Aires;Londres;nlatfee vpfhomk;C7J663ANFRYT;264460.93;fpinzm qaacokg;26;34810.69;0;0
1066807X4BI5;Cordoba;Madrid;rzxeahcu oqnyhg;6LEYI9JWMALC;205223.47;usvghuxo fzlquppq;77;27127.28;0;0
1YWV3ZX0E219;Montevideo;Napoles;scqufb yltongup;M3WM0DGU80B5;246576.55;gyreq vuunxsi;0;0;2;19637
MN060OZPX6MW;Cordoba;Madrid;azchm bwsqss;SFXDJAKE3A0Q;39761.83;ciditifv ghmuck;0;0;2;40980
XSNTYDD1PQJS;Rosario;Madrid;xzkow naczq;R84UH4AMOJNI;220483.27;xcbogt kewlp;77;32010.89;0;0
CY9NVIIWWVGN;Buenos Aires;Madrid;qebzvzxg umipz;NSW98VMIOEIL;315905.1;avdxshro xesvrosy;16;32760.49;0;0
QOURSVRABKCA;Buenos Aires;Madrid;rdvhksjp ptyuwii;TJ9Y2OQXI3CC;324203.52;qsqvzdr xmaxloi;0;0;1;19727
U1898GY887NP;Buenos Aires;Madrid;ktavpao astaesgu;G2VJ4QD5RW18;194219.82;qsfarhsn orfje;95;32805.43;0;0
N38ARN1SGP8J;Cordoba;Napoles;trtje eqaww;WKXB84IGSJKF;164219.73;mdpzwbsp hnncbawu;171;27315.03;0;0
CUU4KXI8JXES;Rosario;Napoles;qmdtsqy dwjcj;B9LBC3FBUO5P;25333.83;rdrftsas ytdphp;0;0;2;41514
JCYVW1D8ICEP;Rosario;San Francisco;krlfhm agtja;KUDQG6MEKG3C;228175.65;oqmqrnpu hepnpo;15;29736.61;0;0
DXUXDFS1RKKP;Rosario;Napoles;chesy dypyqffz;VTX0MQL5ZKCZ;270947.85;tkuduonu tfhtyezy;0;0;1;30016
YYBQ23AXE4YU;Rosario;Londres;okixsjj qujdgc;WKO43NC4KS35;77989.51;yctmfoec fzteojo;127;31152.71;0;0
BQXQXC17ZY57;Montevideo;San Francisco;itmoxssc ydgjjsly;XW4ST551JA99;199682.02;ejjmn dtivj;0;0;3;32041
8Q1FRO6NQEBF;Cordoba;Napoles;janlqit lzmjsr;YKPLTGYZUFD8;185468.78;hngspqmm fhgserim;0;0;1;44789
QGFF47BDVA5Z;Cordoba;Madrid;izarg xnvodg;H8QJ2RWXVNWS;92994.19;jgjid ringr;0;0;2;35422
PXG2YSLDSFEN;Buenos Aires;Londres;gacaxef tuqukb;5LVBOBF54XDJ;253780.98;sxrhercq hbhjj;0;0;3;20772
7BFL9MMRGJBC;Rosario;Madrid;kxcbbaj bdgerskn;BRAP05DVUVUU;184965.57;zlwzwkk xdxyk;41;27848.34;0;0
H74KYCW2TWQC;Cordoba;Madrid;apwgpywx cluva;HPYFDQDN2QTG;137231.93;tuvbxa nygzma;180;34091.38;0;0
RGGHBFGE4S37;Buenos Aires;Napoles;vubqyqkf kcbmlikv;5O3FX1BJTD1J;155035.57;sdjtomq hcgrzpz;45;34509.38;0;0
HQKQOQR3MULI;Buenos Aires;Madrid;ssccrwpq yllsu;XZ3KOXPGH4DG;163393.98;wjrpl kdyjwrp;0;0;2;42939
KV0LTWAWX3SQ;Mendoza;Londres;mnhqcspz gwaknkif;7J75VVUD4W0L;315703.5;ozbfdk mhpqkk;0;0;3;21514
IBSC7AYM730M;Montevideo;Napoles;ygaaqhn lmpeo;TUL9O42N1WYD;37029.96;pegtxz iuywctv;17;28894.26;0;0
6Q2SAP5BNN6I;Mendoza;San Francisco;szrpjqcp wrkqwn;3HLZEFYA1LDT;309076.84;cidlm zkwcynp;97;32532.43;0;0
0MOKC2YGYQE7;Cordoba;San Francisco;kyesf cczwksoz;EI1WD6A4JOFI;327766.88;ywmjwwp gthayve;0;0;1;40525
D1BCNPW7QD82;Mendoza;San Francisco;rgqxh dscfnt;YVALK16VLOD3;22016.69;ykmnzhaf iklaev;189;30347.09;0;0
5XGULVJHCRCC;Cordoba;San Francisco;bjxmqpep yzxbizkd;5NZAB6BM1L5M;280460.13;ksgzy jihhm;0;0;3;26925
MG00Q6PSPMLB;Rosario;Londres;cpragzz tskyrf;PU5ARFI8LMD9;188125.56;ydbdgxm utzbwwa;102;26254.56;0;0
3IAWJ0HR7CD5;Montevideo;Londres;hyzyw tekdgvmf;Z4VAID3ZARUT;103132.48;bkyscu susrmag;29;27458.46;0;0
25YWB8L43DO2;Mendoza;San Francisco;pfkbgc yhcyoxri;KXJ94M887JFN;253378.54;wfyhqrdj xljxadvr;0;0;1;34804
ZNC19FI9LC5H;Montevideo;Londres;mqpbugo ayacpnnk;MRC41P7E7F7F;234836.37;jsggwzaq tfhsoj;0;0;1;25732
N6NEPQ98XOI4;Buenos Aires;Londres;oswtwujt uiqocrj;W3SRL9FKMK2X;92493.56;agecsh tcfyta;50;25595.68;0;0
P9Z64E19WKHS;Rosario;Napoles;nxwsnb czhvp;8OQT0444CIJ8;107686.76;ivatb dvrvk;0;0;2;24454
NKPJHQ25XN3S;Montevideo;Madrid;ghsrlw pjnexcio;UEH5US5QNPSM;346422.8;ptlzuitx ehnti;93;28378.88;0;0
UU8JUV56W817;Montevideo;Londres;gxrjwbjk lrjtlj;8CJRVOLPL69F;34882.1;lfjim ehwvb;0;0;2;44814
0AEZC39EE5KH;Rosario;San Francisco;ryyqxqfv zbmnvpei;73CULOZ25QS7;330138.29;okjyoeg ferajqd;0;0;2;26290
XEIAPMNEBGWX;Mendoza;Londres;xzuwrs xppihm;A0352GC3RRS2;201090.72;lhypkgw qsmtfnh;0;0;3;27880
Y8QT25AQCL1K;Cordoba;Londres;dfkhlil gltxohro;RR73GEMTMEXP;84075.03;wttajth cygobyj;0;0;3;30216
RNRTQ6D7Z7B2;Cordoba;San Francisco;gkqqly mycliown;9DJ819LZTVQ5;233814.73;dmbvieoy fxjed;34;34797.58;0;0
1G6LIFPOBKIJ;Buenos Aires;Madrid;ynilchi sdfpftl;YVZ0KGKLVU2A;336315.59;vrqix ozcrgmgn;0;0;1;34511
CF4HQI4QI3SO;Cordoba;Londres;yapvdzq sdskrute;XTKA99DPH0YQ;57750.15;gsukg ovupltwc;0;0;2;18737
40L6Y5X9X83C;Mendoza;Londres;rsdpsn mvvtbyy;RB1RO3FSFT6S;54146.26;sqfoiyf wvdcqdta;0;0;2;26825
ZSHTH21WD23C;Rosario;Napoles;nmkdgv rynro;E2J7XMSCVN1Q;146045.86;bjlvb ktvwayks;13;29822.55;0;0
TZCXWTSBJM09;Mendoza;Napoles;jhqamu fkxmhf;REA6B4C3YOZT;49300.72;ycmyfuf tymqfq;33;27963.27;0;0
DYA287B7L742;Cordoba;Madrid;wixqy liade;FBDNYNN86385;37057.44;pncchutd koglk;0;0;3;29859
U2E6PFVCEREA;Mendoza;Napoles;perjk kalbxkr;X3ZBGTS6MW7J;15898.12;ytsteo iggpgb;0;0;3;19319
3DN0T7QCP5C5;Mendoza;Londres;vzkjtp dupkwybb;WC5INY0GIGBP;32067.07;mpuwy etvceo;75;25106.82;0;0
GFF2HLVWD3YB;Montevideo;San Francisco;envmq fyamhmyh;7UXW3G4M2LS5;226958.38;ykhloq yvsfsmjp;10;25402.99;0;0
EBRUX8L8GLV1;Mendoza;Napoles;kihsxneh nvixfthc;UIVA00L5FH27;224780.94;qlbivk fjmwdlz;165;25639.19;0;0
PRPPGVJ1560L;Montevideo;Napoles;gwwgcqc lpmsejr;DUMZSQUYLO49;149836.89;ipjspex hmbxzp;0;0;1;24924
PAH61U148DKI;Montevideo;Napoles;eeflp xngdl;E1GLQWMIA4CI;292422.54;lugpalv efgkesd;0;0;1;25596
P2TMV3AMOMD7;Cordoba;Madrid;rqpamglv jozhkc;OZZTFCDS5IIZ;194861.83;cdhoj ybepvnvt;0;0;3;23119
O9MMUGFAM86H;Buenos Aires;Londres;jmlxqs osasshbw;KAF1AENS49U2;220568.68;orctx rxxfax;0;0;1;42917
I4VDI7BHVFFT;Rosario;Londres;uqrad sboub;06K6E14PND3D;41247.88;ytstzwm clgyerex;0;0;1;29618
ZK7HEYR9F3OW;Rosario;Madrid;cfugd wuwkm;GGWRGRNIVNNA;149542.72;ubzco iktlt;0;0;2;18857
XHYFDV6GHCRO;Montevideo;San Francisco;nkxbdfh dmyvfph;3ZAH2FCXXKR6;26100.71;devnrqdq asgns;0;0;2;22410
BWRFQDTDK594;Rosario;San Francisco;zdopsaq adidia;4TU5NQ0UJCNN;270331.56;mnvxmd kguexs;68;25800.65;0;0
BAY60AMNQ9RB;Cordoba;San Francisco;vxkeytuu rbvan;PBHB6OJ4G1ZM;69230.75;hucfoh uhwrwtwv;0;0;3;32467
6NRRR297UCUR;Cordoba;San Francisco;byrfafiv frblpmmu;WA6N8TOB59VK;171702.01;tovyxpkv nrmfi;0;0;3;31528
AIX8DI4VQLCT;Buenos Aires;Madrid;tpgsi yczqoecn;N2Z6GT6GEASN;175487.43;akohmzum ipyzf;0;0;3;23833
KG3PL6EE95W3;Mendoza;San Francisco;mzzmjq onijncg;DNA4UOVVLWV6;142419.9;juceemmw vhbikzk;44;26667.66;0;0
37M79SIL97KN;Montevideo;Londres;odfquupa uzztfpgw;UZRB9V422R9U;277754.84;osjizg qoehec;0;0;1;42557
VPE3269HDDU1;Cordoba;Madrid;yozcjiwo dicat;ZEQIF7CV3B2E;107166.27;uzxswx pzvcnz;0;0;3;21488
PKON0FFJ2JTB;Mendoza;Napoles;eetsk reizxh;U4YOP9LE4B5O;160610.98;zcssiub niutq;27;33983.07;0;0
U3UJO4OAF13Y;Mendoza;San Francisco;sejwsiy mapflgw;9LP1WM3LHCYH;98882.83;brpogi cdkcxndz;76;33518.75;0;0
TZBV4B1KI22W;Buenos Aires;Madrid;rizmr nzfbnsij;18GFS6YPMRXF;282704.72;iwhesa wmcnn;0;0;1;26931
D6E9LNF8QJ65;Buenos Aires;Londres;idszu mzttclkv;6QLBYVL38K9R;266072.29;kzvmb yldswc;0;0;1;20160
FOEU7DHDQ9UO;Rosario;Londres;npeaefov znavrxfi;ZMOX63VBRFFI;337898.21;ypnyabx lmuixkjr;27;34709.99;0;0
95LG1EC2ZDXX;Cordoba;Napoles;ncgha kasteuhj;TUKF66LJFQ46;263604.85;hltkalax wtyxvn;0;0;2;22745
C1QFU86TE77R;Buenos Aires;Madrid;tsscul drrkgqmi;NSTXJO7EO2PM;297159.43;nbtygcss flwitjc;0;0;1;22378
1T9MBJU3ILLR;Mendoza;Londres;eexgxihh lyzxcy;WPWZGLD5JJA5;38933.56;tcbsfdm agxnsoh;51;25807.49;0;0
BMGSZIRFYZ71;Mendoza;Madrid;yeqcbwem uxgms;JZLEATX10NL4;277227.98;cxshjfak phvaz;70;28737.75;0;0
KY5YZQUJPH1A;Cordoba;Madrid;fdliio ebigx;N6PEFY3PT5JK;96205.53;deahblxi xbgufy;0;0;1;31604
3NTP35NKW3WL;Buenos Aires;Madrid;ckupk ardoieq;WWLKG2ST9S78;347044.65;rnbtvpg ryughhr;0;0;2;21438
L3613DM14QF5;Mendoza;Madrid;rezfjb eefwqsrp;CGW6IJY3FXZ4;237020.11;ickbu czhqd;0;0;1;25156
KQ9QX2UQH9PI;Montevideo;Madrid;ejptt vwqbwqr;4BT6S4FTMW24;111457.5;nfgakn zdzpe;0;0;1;43411
EMBE53PP1AUW;Rosario;Napoles;welng piytp;HLYPRMO5JDQG;248325.75;aokudeal prizr;0;0;3;19237
C4NULLPDHMOZ;Cordoba;San Francisco;zrcmm ddpgfvw;FF4YXF5YCJI9;267121.28;dpjddys nigpyjnf;156;27296.39;0;0
3VZHEWVL713R;Montevideo;Napoles;fvcvkqjv coaidyxn;INS2TPFYEXZ2;189626.52;zkaud wwrse;0;0;1;19936
XHA90QHY481H;Buenos Aires;Madrid;vypxqf tkkgzhdg;DOW0RCQEWY1G;151786.41;ftzlmc jsdcohq;0;0;2;27036
8NUPB2Y0MX7F;Mendoza;Londres;lxfzv ofovpc;D22O683HOGAT;199989.62;imxdqrh ujxhc;113;25901.6;0;0
0Q9YRTSWR4GC;Cordoba;Londres;nnvgviu hljpsmfu;TCJWHK7A6LL2;311400.09;iubhl qinahzcv;170;31580.3;0;0
QXFJ2ETCUQQ9;Mendoza;Napoles;mfabcrce dlqayg;MUV5BXLA2P8E;18475.83;fvtxhvi jdkhz;0;0;3;43875
NMM8SG9SS3EB;Rosario;Napoles;gyvnsge pbheq;MOW91LNIMM62;297658.29;pvqxbclm cfcvhk;0;0;1;44659
M6N0VMPVK21X;Cordoba;Madrid;gygaywop dtqtf;HZVVU29BLCRP;322737.67;blgmrgw vcsypwzh;0;0;2;22371
S306KYSJMM34;Montevideo;Napoles;tfuco xubgqyh;2O8E5U9K1SZY;229387.74;baslrzek sizjta;0;0;3;23815
WXGRGXYJCLJ7;Buenos Aires;Londres;gyzsgun gpvttq;TJFR4I0DW9HV;57616.72;elycm eshwb;70;29226.22;0;0
KWYJD9YGR8C3;Montevideo;Napoles;allqxdr fowivt;H7IOEU9L0ZTO;18039.86;ocexd rhbcpo;0;0;2;39635
LHVY8GLG9QZZ;Montevideo;San Francisco;rroiayiw tpaxqnpq;ZKJAQRB1RUZB;133130.05;psjrounh ctlajq;197;29849.44;0;0
1J5FZ1WQ2AH7;Mendoza;Madrid;myrcg ablmy;6H0BSZN3C5QJ;125081.15;xhyix mfrwan;0;0;1;20275
LF8N5QVZL5I3;Cordoba;Madrid;dquxrhh rtwlasz;V14X2BCYQG04;105711.01;suurnok bnizcmku;62;34467.15;0;0
7JBB5E8NLZLO;Rosario;Napoles;cuxzhgm qdddp;7TNA6ZOO4GKE;119988.41;rywtfhsh vskdm;74;33777.41;0;0
7UK5TOPOKS90;Montevideo;San Francisco;muatyj ogpjpbbw;QMQ04MNWANQ1;32733.8;xqwwfp mvocrwac;0;0;2;31070
TTKDMNQCR1MW;Buenos Aires;San Francisco;kejzwdig fujap;U881O9WJKCJA;147409.24;zuvsythw bodhi;0;0;1;23366
P64G041GNA1C;Montevideo;San Francisco;axbvtc qvntgej;ZA3MV7W9QANN;152135.91;bjfezoa avhnkiy;0;0;1;36979
TXE3YQIQRCUK;Cordoba;Napoles;equkvl oslhgp;TNGQD6S9MQY9;158087.49;szbqonw csapmab;0;0;2;39823
PHJT7DOP3GSM;Cordoba;Londres;alwxpwc sxlkvbcn;FKZURN4825J4;45147.88;leztmcrb etykt;140;31409.34;0;0
VZDKJXJIS5UZ;Buenos Aires;Madrid;pvvfthch qnfcpm;J0WZL7D11X7S;43297.45;fppbjl mrfqfh;39;34556.48;0;0
S36SRN4BINKC;Mendoza;Napoles;rvpfke nicvtrks;1UM9JULTRO6K;147969.01;hnwkukp kwnpaamw;157;31111.21;0;0
VN5AEBWGVM8A;Buenos Aires;Londres;hmynpxcv monsupy;NNX42999012J;203159.92;aacbec lvaktdp;0;0;3;38301
JRM82MJDVS51;Montevideo;Londres;rmcqi zgjgyvts;CAKDKSJR7URW;26769.13;rhdpui pfjakyye;0;0;3;21000
3MHF873GXZ74;Buenos Aires;Madrid;ebelfvep umpyoh;4NA01YPT97JF;247602.44;xrxmo gposwmx;0;0;1;22703
LNQAWR26FANN;Cordoba;Londres;adamp makhacyv;8YI7RTHJ2QDC;349148.71;bpqvrlfm aoxlivnf;0;0;1;30384
7711KWMQ8V6C;Cordoba;Madrid;jgind gkapjwbw;BOGU5KOZHARB;83113.86;uytyyv coxguag;108;34843.09;0;0
YGKCWRD995XU;Mendoza;Napoles;ggxgyzbm ukeubbt;9SX8SGOGKU8Y;135638.89;goculb qfhnfkax;117;29723.68;0;0
AD370XYSMJ9Z;Rosario;Madrid;ncgcyci ubawnbs;T1U4T0YOIU74;223203.72;vschzu qrgde;0;0;2;33026
F78ZXG4KR6GI;Montevideo;Napoles;qtoychr mlfzid;NSXETIBLMI54;244011.12;ykkmna hjorlwuh;88;30328.37;0;0
DVYN29V3NLD8;Rosario;Madrid;yjuhqpul ricmv;SOGZ14OM8A3B;257002.87;tsjvpxvb jytdlb;0;0;1;43380
2AV5M7D5BHVN;Montevideo;Madrid;mfxfeslb rmijg;1CFCY1AN7BRM;100507.98;fcfugm netwx;0;0;1;26049
MDKNHRZEIAVG;Cordoba;Londres;mxnmbhoc ipxvrem;VIYHFBZ0YWWT;150674.88;vsjxao tflbge;0;0;3;20799
OS2KRUB3RN9C;Montevideo;San Francisco;gelcpv sjpogv;2QB349BESZXQ;197626.73;iumedg dckdavj;0;0;3;29691
NPHD2W708G4C;Buenos Aires;San Francisco;ybgufjs xxujvj;6Y3DFF3MMHJU;251766.04;eisasmjw hibknqce;0;0;2;21498
5Q3ILSYQ4B4Q;Mendoza;Londres;unwjodis xzvph;PZS4XZM540C4;222032.84;ibngsoyi rliaa;0;0;3;26489
R0KL5T1892H5;Buenos Aires;Londres;ppcjt wmsbok;6LB42DI9DP4C;20551.55;swrdfbab okttv;0;0;2;20408
02CKDKADIHCH;Montevideo;Madrid;xgndn ptmfvk;G61ZLLVJ5Z0N;230969.48;hznvvbe shkdtkm;128;33919.09;0;0
1TMMC72NNT2Q;Mendoza;San Francisco;qbblaq hvwwwr;07WASMR1T87F;125220.06;pakqjs qyhirkjl;0;0;3;33719
0V2IJ1DKO6PA;Mendoza;San Francisco;czkxe uibnn;LVJY56SGGMYK;250935.69;gaebhvp nmhbdt;0;0;1;41500
7AOHI0VS30VF;Montevideo;Madrid;rxsekc gmyiucw;EEUPLN135Y46;282817.75;rgwiwib qfaphgw;0;0;3;35796
CJ75HNMXUBIE;Cordoba;Londres;kgekp bzjcntu;4QKX2GXRG19F;17502.21;clurhj ioafiy;195;29315.77;0;0
9J3BVCO4QJ1E;Buenos Aires;Napoles;vnzmkdkg zlcekncv;K9KKU9D8E885;234138.06;nuyjhiql azubml;12;31404.97;0;0
O4K8NK4BFCYX;Buenos Aires;Napoles;vbjmvic enzakq;YTOSH1USAP0X;29561.49;sxssvixa zlxhpbwy;124;34211.06;0;0
FC8S0NLCYN16;Rosario;Londres;usesaxo vnulvnaq;74WNHVTOVU42;90659.78;kvesif dthswq;117;29981.33;0;0
F7CHPR16SXX6;Montevideo;Madrid;iivkdqn mpisds;QGNJ9WP9ACIL;143834.6;qfmzu qfaudws;88;33945.58;0;0
X1S4Y1STR23V;Cordoba;Napoles;jmrnmx lgstvr;C4N7LO8GHONX;316340.24;tazhu ukuqgh;0;0;3;20118
WEAZ9ACHJGFK;Rosario;Napoles;gxozm gtleru;RPOH6ZNYH1AE;144808.62;cjsijg pzmhgsk;0;0;1;23592
LKQW6Z91LZT1;Mendoza;Londres;gluxwpps dotgqy;YA4LBADKFL9Q;288095.66;agnkedcx wwnyuw;0;0;2;29613
HDNW892Z79N9;Cordoba;San Francisco;bdrtedcc dsgno;29VIAN3W8199;161232.18;brwao alspzaf;127;28353.5;0;0
GPS4IV8BJOFT;Rosario;Londres;shnjuz kfjfu;B0JZJYENEFDD;138869.98;jrgbgvq mphugn;94;26430.1;0;0
5JURJGUWYTUU;Rosario;Napoles;kaplvhgn iwybujv;AT5YNLVS1UAG;30320.14;bxfmieap chjtk;0;0;1;21941
7NACWWFD3202;Mendoza;Madrid;khkeuqm sdjld;5I6SMBYDR334;31218.47;sccsvvx vktoyv;100;33460.85;0;0
D162QZFCODZL;Buenos Aires;Londres;ohtun fnynujhc;ZCMNQCLQV4RB;336218.73;euwwv jlzttq;0;0;3;36863
LMA81E5SYNLI;Cordoba;San Francisco;mrrvf mhnbaa;DDJENC04VGOG;21312.95;qxatsaj fmhmr;74;32671.72;0;0
SJBDTZGK3BIK;Mendoza;San Francisco;qtwstctp yqmqax;FUF1XQE1ERJ3;329703.02;rnluzuf wjhpjse;0;0;1;28319
