factura;importe;tipo;nombre;perfume
18371924:08;102280.95;A;Juan PmHhSEYsQ;10
57943087:08;94765.02;B;Juan YHFzOYrbT;7
58433265:08;124111.59;C;Carlos LgBADMi;12
99057336:08;36318.35;D;Juan TmoxeN;9
27240389:08;23815.78;A;Juan CXNYS;2
23942514:08;54487.59;A;Olga MbyRk;8
29179754:08;125716.99;A;Juan ZtYoUgH;6
53857487:08;139225.83;D;Irina wTuosX;6
824319:08;45446.74;D;Irina PhOqSJ;11
67596275:08;103684.31;B;Sebastian hEjIQM;12
94028035:08;18018.33;D;Carlos xvlkWHOSP;16
79355036:08;30024.0;A;Olga HUVGF;2
84454819:08;75562.05;D;Irina kxtMcKZi;2
47454137:08;19608.88;D;Sebastian qQmvbs;11
74291832:08;116882.81;A;Sebastian dEtVlhgc;9
36078359:08;60297.39;D;Laura MMWWsKUU;16
2312513:08;125721.55;D;Olga kAnEtIvNg;7
53796139:08;106133.85;B;Juan XkdpcdO;4
31510635:08;75045.57;D;Martin Iskvgkw;4
72807872:08;114551.28;C;Irina kdILPAS;8
43372580:08;86624.23;D;Ines uydKwH;3
6475253:08;55036.11;B;Laura LoXZLLi;6
34586713:08;62669.07;D;Irina mzYEOBWC;11
36255546:08;15469.26;B;Sebastian wPeeR;9
38624994:08;52087.86;C;Irina qcGDzyZ;12
89077543:08;92308.5;B;Irina lZvZCoJKF;16
62480427:08;125384.01;C;Carlos HazVFung;10
46299954:08;27742.32;B;Olga NKDGUtFc;12
86485424:08;115215.51;A;Ines kIRsxZCy;11
47154547:08;116517.2;C;Olga YttQuSKw;2
68776385:08;43854.78;A;Laura eMTEIRK;11
29722984:08;108708.78;D;Juan rlBIVz;4
31063779:08;35721.09;C;Carlos yobCNRYT;16
95365698:08;55244.35;D;Olga lDJzZmxl;14
85228217:08;133723.27;C;Ines BOOHfFFLf;17
27320884:08;109311.48;C;Sebastian XGLxc;4
25920876:08;54625.81;B;Martin hpaQn;14
51704216:08;21767.82;D;Martin FMmcjJfuu;4
59785463:08;121810.37;C;Laura KmpzangQU;3
10011107:08;131277.18;A;Martin BAzHer;17
60324313:08;23428.3;A;Olga luQWwZq;16
71769755:08;30649.57;A;Carlos nCoAaxeIe;3
6683860:08;94491.93;B;Martin nYnVPNYRu;13
17513595:08;21872.64;D;Sebastian ioYpIpN;15
62997653:08;84015.04;B;Carlos xdbveKcJp;12
27551405:08;140313.43;D;Carlos BiTeAdDQ;9
95058553:08;133622.43;A;Olga BVxAMv;6
69413216:08;129594.67;A;Irina lgcClNIbq;14
27069674:08;114385.62;B;Martin WHckeYs;11
42666884:08;112948.86;D;Juan Hxcwyyo;17
17644124:08;125307.54;A;Irina BURJYOo;12
75605893:08;76637.96;A;Martin PiMZYrTes;10
22025261:08;148552.54;B;Juan WNHeiP;14
21530332:08;57076.37;A;Laura TKWXNReE;3
38173538:08;114792.32;D;Sebastian cYIkTFJh;4
9922379:08;20327.74;C;Laura wMotPbLLv;12
2498740:08;27123.49;D;Sebastian qEUrgVqvP;14
14982937:08;135223.43;A;Laura ZJhIu;16
15038460:08;134311.96;D;Laura ObdjRXkh;15
65307989:08;115391.36;A;Olga zwQcjers;8
57977372:08;132817.72;B;Irina hQhpBRLl;13
60782171:08;59202.45;B;Juan dxiCBPnrA;2
65648369:08;65637.04;A;Carlos koOYBUUSv;5
60014833:08;137056.69;A;Laura lNZZqE;3
23452929:08;93533.78;B;Carlos oDTzXHN;8
77805712:08;78211.93;A;Laura qDPHGecy;15
18486616:08;56510.5;B;Juan ovWuigH;6
93893162:08;53671.12;B;Juan TkBgaVlGo;10
67561600:08;107645.94;B;Carlos NpgWVKr;2
87458012:08;53547.7;A;Sebastian QnAkowxAd;17
10091245:08;125041.11;A;Olga TrSqIH;16
63222847:08;117593.96;A;Carlos lBkAGlkBg;16
91651061:08;91054.88;D;Carlos fZzVJhOG;13
38764053:08;105488.7;A;Laura HZtvI;1
58951875:08;55262.05;C;Martin wrREBo;3
10200519:08;41141.57;D;Sebastian FABqvJ;10
78587522:08;55804.1;C;Martin jgJJVgfg;6
80810714:08;61292.19;C;Irina TmZMrChS;11
39067273:08;101326.97;B;Olga tTGCBfi;9
29940089:08;102482.65;B;Irina zTMRvH;1
66709241:08;59614.14;D;Sebastian PyFiAprEs;10
43715355:08;73725.69;D;Juan zrjov;15
61234890:08;42188.35;C;Sebastian XYPASob;11
43866771:08;66336.4;C;Ines lAjUjX;6
98416100:08;123594.74;A;Sebastian zJYKN;1
57251847:08;74403.22;A;Juan jWpPMZQt;17
78317110:08;20331.41;A;Olga GPJaK;3
96063736:08;124276.98;D;Ines QlrDmuGxG;11
38115817:08;37523.85;B;Martin oUlAYM;1
2154078:08;105817.22;C;Ines QRLbXzRk;2
30545382:08;147071.55;B;Martin aCuoZ;11
15444397:08;23121.23;B;Martin MjhEw;7
947324:08;78130.15;A;Martin dXovXqc;7
37308523:08;20725.74;D;Irina eIOxAXyd;2
97468148:08;54775.34;A;Laura NLHVDj;2
42119035:08;29740.85;B;Irina WQwyRt;1
81997576:08;85334.66;A;Irina xAiYU;6
39908608:08;119168.27;D;Sebastian eoFMCq;8
78180016:08;65864.53;C;Sebastian VsuZvmzoq;15
84792753:08;76217.18;C;Juan QCJmp;7
47197487:08;98053.45;A;Martin xZobZt;4
80157195:08;69436.23;A;Sebastian IsvLat;9
14459525:08;17624.23;C;Irina DovMhAnd;8
13274631:08;61050.53;B;Carlos ThhBboovK;4
68074543:08;69092.41;B;Olga Wbzly;16
53296020:08;37486.87;D;Sebastian VgwiSMsln;16
14874047:08;45822.73;B;Carlos tIGZrUZVe;12
10325061:08;145555.57;D;Sebastian AHZTOxvCv;5
78844917:08;87871.46;B;Carlos cCwQE;11
96689686:08;61463.62;B;Laura gDrpqufd;4
46962185:08;18382.61;A;Olga RqFjCWvgI;8
98824804:08;45705.86;C;Carlos NBzvuG;15
93187334:08;53295.25;D;Ines pmhkLICHu;9
37692250:08;26254.06;C;Juan glbaaewt;6
12311007:08;115552.62;A;Carlos lnbOGWLW;15
19735158:08;50227.4;B;Ines UUCfHx;17
98484090:08;96964.39;D;Irina XRkBng;3
4330609:08;79608.69;C;Martin cHIQP;9
9890121:08;119433.17;D;Laura Gqieaiyi;17
4792463:08;72915.86;C;Irina fBMILbaFx;8
30925868:08;84851.46;B;Irina eOoHwrERR;16
82857050:08;46848.92;A;Sebastian oZKHdQ;17
90177738:08;133614.77;C;Sebastian lfITdVa;8
35140777:08;68401.76;C;Juan CCKjUlfmJ;8
57789243:08;123072.78;A;Olga YrrEfQ;6
56929556:08;144929.75;A;Juan HaWGM;17
11835934:08;139065.15;C;Ines zimUJF;13
96154855:08;137168.94;B;Sebastian zpgIjxn;12
81544062:08;97404.96;A;Sebastian VRhVvl;9
18025763:08;121499.16;C;Sebastian AFHrWQgz;4
98179965:08;86957.84;B;Olga YuWAtkWO;7
3150540:08;91461.4;C;Ines LYwfc;12
70805698:08;144633.03;D;Sebastian UoknYZ;9
42552251:08;132711.01;D;Olga IQOQpcv;14
51805635:08;136633.4;B;Carlos QZoUsk;16
89461242:08;22966.04;A;Juan VVZQbBBEH;10
12481781:08;16756.56;A;Sebastian srtDA;9
72719718:08;34999.72;C;Irina MakMJw;3
54334146:08;37733.0;A;Irina brIbVE;12
86978050:08;147358.12;D;Juan BydhRhYIP;13
1250947:08;33066.85;B;Juan DrKPshjG;16
65914856:08;69892.26;B;Carlos YyZeIx;4
70738429:08;111949.05;D;Martin OtyLJQPI;1
33619479:08;136210.95;C;Sebastian UZdxtlpkt;3
85518206:08;149120.38;C;Juan qtKAKnxo;14
85352615:08;69232.61;B;Olga jtaaE;13
92604634:08;71649.97;D;Olga hjKZB;8
40505215:08;44483.47;B;Ines TvZtfLde;5
13963482:08;120477.11;C;Sebastian UFNPcB;15
37067037:08;61477.27;C;Ines TkWwXx;5
53316918:08;102441.45;B;Ines OpoQNuE;15
24339370:08;43296.71;A;Juan nlJNkZ;13
53122297:08;137930.23;A;Laura ZGyrYuZMg;1
59631396:08;70173.36;A;Laura vFtTbwZ;5
49555119:08;137284.79;B;Carlos bkcpEl;15
38016748:08;28542.66;C;Irina dvKBzWc;14
39807833:08;131344.25;D;Martin ceRtRRzT;4
36413251:08;22333.05;A;Irina ROcCXXsV;12
79307468:08;149687.79;C;Olga mWnUpE;17
57456356:08;63748.71;D;Irina VRjizKcEM;4
19020386:08;34436.57;C;Martin SqGulDbyk;11
32384475:08;140797.96;C;Sebastian IGNUO;17
81702119:08;42972.4;C;Ines oyoTwDj;8
49483546:08;132727.25;B;Ines vXujUzZ;10
5633614:08;80895.68;D;Carlos MxBeLDR;6
83851300:08;40588.46;A;Ines ExoxOe;5
57829560:08;79886.49;C;Carlos hMaxIpVaA;14
87178813:08;59734.0;D;Carlos gZWFTv;1
91057737:08;57686.57;C;Laura ythCkfQq;4
67004103:08;21374.61;C;Olga KifUek;5
41395133:08;120568.86;C;Juan EFsYs;10
38619536:08;108306.72;B;Carlos sXfHjfaZ;14
52781607:08;79587.74;C;Sebastian MnQxWAV;15
16390470:08;111253.35;B;Sebastian RNuzOZbCA;6
57400550:08;60400.33;B;Irina RtNjLdWnS;2
35210672:08;116807.06;C;Sebastian hHYLjs;14
53325772:08;35791.9;A;Olga yZiPl;13
26357330:08;91296.17;A;Irina KqQBMhTfb;7
47629200:08;105732.5;C;Ines MJirWdc;8
20337584:08;142855.35;C;Laura dUaxjgWK;11
31488348:08;96909.22;D;Juan EISqnq;8
12977973:08;56975.03;D;Olga LSMkFm;9
11435458:08;81720.81;A;Olga wVDMGm;2
40735221:08;93171.13;B;Sebastian kfMzkTHFW;9
79124733:08;129425.53;D;Sebastian zvekCMb;1
42806746:08;30222.11;A;Laura KXtNjD;3
2179512:08;48213.24;B;Irina usCIeM;6
95258503:08;45675.68;D;Sebastian mquLxv;9
36449460:08;94206.85;B;Irina gDkIsDznV;11
64931375:08;18257.7;D;Ines iAnTczw;17
73895442:08;91638.07;D;Carlos wQBstiokZ;4
68153139:08;120910.12;C;Laura xVaNtQbt;9
94247652:08;149751.71;A;Ines PEZVKSpK;2
91146326:08;128400.14;C;Carlos nBtArauE;17
40700584:08;57405.15;B;Juan EQfBms;6
48549813:08;35096.38;D;Laura bIZgWDz;2
23092652:08;15166.46;C;Olga CyagokJTc;11
14629282:08;26162.37;A;Carlos uDndH;13
85422193:08;16753.23;A;Carlos ChMTvkw;9
6672125:08;86518.23;D;Carlos KymtGPBS;1
35104220:08;90527.41;C;Juan lUoPFiv;6
63852152:08;31796.81;C;Laura hYgAKu;16
32932289:08;82539.2;C;Olga ObfHOFb;6
39357377:08;91936.42;C;Irina OsLwzQU;13
39845651:08;50668.92;C;Irina PRiwAjI;13
7055212:08;101279.8;D;Olga ocOKxlY;4
74458646:08;32023.85;C;Olga MCidiW;2
95187037:08;50135.34;B;Laura CQZOMzmv;14
97683906:08;55048.28;C;Olga MCLTfBdkH;3
10824503:08;51347.25;B;Olga xVKlHGMkx;15
39793062:08;41275.59;D;Juan DRcASOq;10
14809625:08;115923.51;D;Ines eLkZge;15
65702568:08;33970.45;C;Juan UQIwirYCH;8
47589504:08;73101.56;D;Juan GdzkFAfY;10
26220958:08;98598.5;D;Laura HAiEtzZa;6
29528483:08;85076.59;D;Juan TeyobbYhL;15
89461722:08;48988.49;A;Irina VmoCz;12
60173153:08;46611.04;B;Laura CxQZQmWVO;9
47790242:08;136293.73;B;Ines qAILIFAfz;13
56450773:08;143807.72;A;Martin MGanei;3
6652252:08;39918.35;C;Carlos ydopYS;13
42113268:08;68485.74;C;Carlos oMiqxRnx;15
64080950:08;23269.22;C;Ines tMBIOo;14
80193201:08;38490.01;D;Laura ZecZbyUAA;8
17469186:08;149293.9;A;Martin ShKNBS;8
85124267:08;19293.44;C;Olga JgXGhhmd;3
51629235:08;108667.89;B;Ines BppRxLAPS;15
47774260:08;24545.21;C;Olga cyInMkW;9
7349066:08;137504.39;B;Irina GVUTfd;7
83516910:08;46604.79;A;Irina HBqbmQK;7
42689079:08;66095.09;A;Sebastian cANPUphA;9
53371967:08;20044.02;D;Olga HCburjaPs;15
50073708:08;24243.81;A;Juan tzjdSAlCb;15
25600072:08;124027.15;B;Carlos zcGQysytI;1
66828269:08;72348.44;A;Sebastian xKxUpEb;4
68658549:08;24046.98;D;Carlos FiieTiK;14
57914429:08;57708.06;C;Sebastian mpzZqGxb;7
75398925:08;139936.72;C;Irina vNTBilepZ;2
25318421:08;17244.08;D;Laura aBZCaJxZ;13
55790498:08;147130.56;D;Martin GOQipfOP;3
61224513:08;131821.03;C;Laura iuAEwP;4
12577433:08;72133.27;B;Laura xrUPX;15
53722627:08;141215.21;D;Martin qhfbzm;16
64317927:08;44113.08;C;Irina lFBQfrWFk;17
4323790:08;29199.98;A;Ines XYwpAF;13
80810659:08;59285.97;A;Carlos lGIIBzCaL;14
87452643:08;140606.9;B;Sebastian IACKOy;6
25119031:08;122518.35;B;Laura NWTvo;14
36282433:08;78009.26;B;Juan dPaEN;5
91085474:08;55178.94;D;Laura jqLBIZ;3
46345304:08;82957.02;C;Irina vCECVp;6
73195315:08;118018.87;A;Juan fvYPu;11
63330259:08;70620.69;B;Laura rnncqvpSS;14
85052892:08;98237.81;A;Martin HdXwRg;5
64480963:08;44381.2;A;Ines rDYQe;4
81195913:08;133271.38;D;Olga XdQqkENCz;17
87855841:08;82012.95;A;Juan pQVHWa;10
73936641:08;72998.94;D;Laura glegH;17
82305409:08;43269.73;B;Carlos idcEEi;16
3860691:08;82233.18;D;Martin qRbwFC;17
5996877:08;74896.26;C;Martin HHJpfXzV;8
6872417:08;15186.96;A;Martin kahOux;11
68123357:08;145087.86;C;Olga grnOWbp;6
79031645:08;96653.3;A;Martin DtQWjzcM;10
96573835:08;58073.25;D;Laura jmTqVqUZZ;15
80495946:08;67153.18;B;Ines UHZKaOKo;7
24740264:08;42530.68;D;Irina ljBJctPlw;12
33120137:08;117985.84;D;Olga MuKLT;14
39753279:08;70521.89;D;Olga qnIQdb;6
48861754:08;99569.0;A;Martin sBEiHn;4
80234736:08;75671.23;C;Ines TJsceHNYU;9
86544472:08;43977.18;B;Carlos uuCQcu;3
29181214:08;28524.59;B;Ines aIMtj;7
54480657:08;145914.62;D;Sebastian pEgeTh;2
6824442:08;112384.56;B;Ines GNkBaeme;16
62764890:08;96137.89;A;Sebastian GRjDVP;10
91759146:08;54761.13;B;Juan rKyTcI;1
61096061:08;140088.73;A;Martin qvaIQ;1
30457852:08;121528.07;A;Martin uAeyX;10
23633131:08;148007.72;B;Laura nrcsgC;4
63897595:08;90225.66;D;Martin QJXBsE;10
85973678:08;81013.49;A;Olga ebuiFfQHz;11
78483723:08;62157.11;D;Sebastian WBtBBdOt;14
60914379:08;67801.62;D;Irina NLtApovQ;2
49241196:08;51968.69;A;Martin duSZwtGEm;3
86161249:08;48216.46;C;Sebastian fqpwCv;6
88933473:08;59802.35;C;Sebastian MnrwJmFI;11
43950504:08;78771.83;C;Laura YnpCoUh;11
68765722:08;50830.25;D;Laura MMJxksEDK;13
19714331:08;75302.94;B;Olga zAerPGC;16
29399610:08;83650.55;A;Ines mQJqPx;6
97693599:08;144340.26;D;Olga GfHWM;4
5373288:08;108597.82;D;Juan HTiRzlcts;1
13785480:08;109742.49;D;Ines blZHQMjlV;2
63598078:08;119552.48;B;Sebastian JlpbLj;15
66571067:08;101512.16;D;Juan WiNvbMp;17
55488948:08;46220.55;D;Carlos dgJOcrm;1
48386243:08;81642.24;B;Carlos rjUMsFbU;15
13806056:08;125387.12;D;Laura sgIxsBh;8
41982889:08;122520.9;B;Carlos uwivI;12
11317719:08;45808.35;D;Sebastian bagTUo;8
5518508:08;36554.68;D;Carlos qCTtHfi;7
15113227:08;139277.24;C;Olga epKMyQfvP;10
63862387:08;23137.69;D;Martin udaQkf;8
47908314:08;27544.87;B;Sebastian gXoYkle;4
53213104:08;69972.74;A;Martin mbobld;7
1245800:08;23902.59;B;Ines WzPCnMIhU;5
66995053:08;55751.92;D;Irina zeoBsDf;6
44670421:08;126094.36;A;Carlos hgTBNhp;7
50275406:08;92760.49;A;Irina TIYRPpXeq;17
79493087:08;113657.25;B;Olga SrugH;7
70566889:08;61205.35;D;Carlos cBWctZts;12
38130952:08;69260.93;A;Martin rUlou;9
67376689:08;129744.13;C;Laura CwVNEn;11
17235462:08;123320.2;C;Martin TwUlHIypT;11
60340360:08;139145.25;B;Ines eWDmsbJk;4
4621944:08;125687.52;A;Irina BDPqAgK;11
18560744:08;40342.26;C;Juan lSDojKeLw;11
38581118:08;98203.84;D;Sebastian xdlpv;10
45627696:08;63322.22;C;Carlos xmWMq;16
47969957:08;92963.73;D;Olga ETWpx;10
32807001:08;85464.13;A;Olga EYhLXlyh;8
25786574:08;79368.08;B;Ines LEXTnKziq;16
79428161:08;53916.15;C;Carlos ZvntT;1
93051813:08;131967.17;A;Martin tDQtAu;7
83079864:08;115770.61;D;Juan sqjchyh;7
41514653:08;97212.97;A;Olga hGvurLf;10
56089760:08;41257.35;D;Martin BzHQXEqqL;15
2165119:08;105684.4;B;Laura XqeroiZ;2
57351042:08;57969.19;A;Carlos jIXqT;6
1262294:08;18797.29;A;Juan MDiFasr;5
21965214:08;147274.34;A;Sebastian vacCS;2
15408763:08;39439.35;B;Juan eztdsECBE;3
57333809:08;73272.55;C;Olga qedRYzuIa;6
11974813:08;18227.6;D;Martin HEgLTZU;10
14010701:08;134063.08;A;Irina IowRChYD;14
58429628:08;92235.99;A;Olga RJeUBxeD;8
47125420:08;55967.36;A;Olga PbUszo;1
36922510:08;116327.75;D;Laura ApUrET;3
79497802:08;62971.57;D;Sebastian yeoCN;8
82392023:08;22783.97;A;Irina UvEUtiAC;11
72228992:08;85665.52;A;Ines oXrRZA;10
66784442:08;62218.81;C;Laura iCJJQsgkb;4
40232035:08;22853.3;B;Irina TRmAyOBz;2
2770338:08;35385.9;B;Juan ggRveYl;2
26292364:08;98658.29;C;Laura GYPlaEU;13
91802940:08;147921.66;B;Martin RGnryqEQA;3
98402058:08;48031.67;B;Juan olqIqB;3
39162379:08;90017.97;B;Laura AToNL;8
54373220:08;51516.51;B;Ines vqslOtz;1
13383634:08;51812.95;B;Laura EzqKYKCXA;17
8086883:08;48943.39;B;Martin zhwuumZQ;14
66964864:08;34732.99;B;Olga CoVeG;4
27120641:08;60421.17;C;Juan TiSbIMwwr;14
45654663:08;64734.65;D;Ines uJLRzhnv;16
5746926:08;143027.06;B;Martin mKvptIGwp;14
23143766:08;111055.19;B;Ines eIgXOPpp;11
59581078:08;21594.52;A;Carlos oojZKJkfQ;12
30778622:08;81581.09;D;Sebastian GxQYusLh;1
76706159:08;105702.6;D;Martin nntDWrJZ;4
65689005:08;143146.44;B;Laura cHUmhpHg;15
60355395:08;40278.86;D;Juan EFcLXzCZQ;6
44646781:08;42142.39;D;Martin TsJwtqK;10
13741055:08;59409.72;B;Carlos rVqKlMf;2
23639176:08;116889.77;B;Irina aeFJOK;11
30728092:08;83160.08;D;Laura bSFtaCb;12
90373943:08;49962.85;D;Carlos tgHbjZ;11
8442120:08;73801.6;C;Irina LAgMT;4
73415290:08;139638.74;B;Sebastian SOeTmeQG;15
25967964:08;47188.02;D;Juan WRPcfVzv;9
80206175:08;104455.84;A;Martin AuoaaU;8
78705011:08;83241.69;D;Laura ahsTXeWW;9
10500042:08;25876.64;A;Juan MMfvJfB;10
7792548:08;58945.2;B;Laura hjECAxddw;1
53097116:08;84815.67;D;Laura WlQWh;5
38390133:08;32511.46;A;Irina OPTCwQD;13
11548101:08;149934.09;A;Irina ArMZnLm;2
74644792:08;96202.75;A;Juan UysHzgM;15
27117129:08;93175.5;B;Olga SFHuAi;9
23864563:08;102734.77;B;Laura RLguVlq;5
3768022:08;15263.07;D;Carlos ByaQK;5
41074657:08;60062.28;B;Sebastian jerkELFrx;8
84967184:08;88378.6;B;Martin MrypVI;12
60818355:08;64458.32;C;Ines ElQAE;10
50741947:08;69492.44;D;Carlos fOTLm;3
27157775:08;59542.81;C;Juan aoEdtta;1
2668360:08;126726.35;A;Olga ysZWeQGi;9
18572570:08;22702.49;A;Martin hdwnBUEey;3
202231:08;34078.07;D;Sebastian FXbHOMrYj;16
22423280:08;42624.71;D;Juan wAcIwdbe;5
50798201:08;141494.01;D;Laura kyrHLpRR;12
41375358:08;118841.53;A;Sebastian UMvPY;4
45308311:08;103862.93;C;Irina sacagrK;10
54959496:08;54901.67;D;Irina Bzbqz;10
12842659:08;77979.92;C;Carlos VWaXY;17
50438264:08;85793.42;A;Ines hgetk;11
94547599:08;22601.12;C;Juan RkRfy;7
45618443:08;37957.59;A;Ines klJHl;17
95632249:08;98644.25;D;Martin xzZrhXgUp;14
3200297:08;30605.95;D;Juan uflcOvHSD;15
97523014:08;131043.8;B;Olga Jwfio;13
74978843:08;113319.8;A;Carlos szQTQeEDY;6
17266743:08;81076.85;B;Irina BIlQxDL;4
79330790:08;127544.29;D;Irina sVWpya;13
3432999:08;142023.89;D;Sebastian vZwKZBRV;11
15554207:08;108580.99;C;Ines NcTmkjl;3
35571894:08;135069.71;D;Laura oWcQeFdW;13
21692635:08;119191.82;D;Juan vlAtd;14
79005840:08;73134.3;A;Martin fZxjhU;15
32301424:08;53460.7;D;Martin KijaPMfLY;5
45418121:08;125064.33;D;Laura QKFGP;3
60637415:08;88248.01;A;Ines LDzOGGkni;7
90887465:08;20441.13;D;Juan uZJnf;12
39582175:08;22788.35;A;Sebastian eyCMMNve;17
27360342:08;111800.93;D;Olga mxoDjtkVX;11
74446661:08;100939.06;C;Juan KTSuiJrt;8
68879173:08;16406.29;A;Olga QXGqpf;1
76347173:08;75829.53;D;Martin eyXJlmjV;12
19232781:08;22738.14;C;Sebastian IrhOYobHz;10
96166905:08;101723.46;B;Olga Fizketr;15
31858973:08;36109.71;D;Sebastian eoIBZMA;4
73209694:08;102404.6;C;Irina PvzaT;10
23953008:08;86466.01;C;Irina xBIVg;4
81897540:08;135274.83;B;Carlos kVhLTC;17
29220634:08;30423.03;D;Olga ZZaIX;5
32007499:08;62292.72;C;Carlos ssyTyJ;2
44666012:08;144063.77;A;Irina sAjrjmrJ;8
84374558:08;19028.4;B;Laura WIoIBITT;4
25734861:08;105906.22;A;Carlos OVfcyPCs;10
55466791:08;31608.76;A;Ines JSaNmONkm;6
15726843:08;127135.74;A;Martin pzwgeiw;3
72094641:08;108582.31;A;Laura SuaQt;15
40439053:08;108179.2;D;Irina yITjIjsXk;17
75099170:08;23873.6;D;Sebastian DcTVmjZl;9
60993558:08;17622.57;A;Olga tTiFpfYnQ;10
68742792:08;26481.28;A;Ines IGrNkjm;1
47805293:08;76325.27;C;Juan tKAGsia;11
43618987:08;52568.88;B;Olga DbzPd;14
43407824:08;112138.72;A;Sebastian OWZpz;13
81547850:08;93981.19;D;Martin tMNXBw;12
46760369:08;81499.79;D;Laura FYBjeBk;17
30662227:08;21957.86;C;Sebastian TlEEy;16
38266343:08;116873.21;D;Irina LOfnnHKy;13
12034914:08;50827.71;B;Juan uxHFOBZ;16
96057732:08;29894.12;B;Ines eKbfFO;4
94840778:08;88981.74;C;Martin XItak;14
88394964:08;122238.33;A;Juan foXzhwZz;15
21180623:08;15718.24;A;Laura ZblMID;14
5677139:08;58711.22;A;Carlos kmBgJG;3
13876969:08;38687.6;D;Olga yQWSnfGv;15
15195708:08;147529.92;D;Irina xNDgcgqXF;3
61187774:08;81980.33;D;Juan GOVCrZH;3
59721748:08;110950.37;B;Laura QVWBbmG;10
68249148:08;55183.6;A;Martin UHrVCvdrQ;6
633064:08;40018.72;C;Sebastian tHQSAub;2
19885869:08;49145.67;B;Martin jJexDAc;11
22735933:08;96184.72;C;Sebastian YBmKV;3
76892501:08;137197.05;D;Martin rnzwSPSJb;6
54285781:08;33206.14;D;Irina SKHVDn;12
86581723:08;82484.29;C;Martin UayYpCC;10
7068178:08;148837.55;A;Laura BqequHMP;17
5737177:08;23196.78;C;Martin KoWZUNQQ;3
33547895:08;63580.83;C;Martin oncGYy;11
31628459:08;117028.8;B;Sebastian tNxczJN;10
86881235:08;107179.4;A;Juan hTyhznrgn;9
13661862:08;34427.55;C;Martin qzvLIAvXm;8
63156889:08;141724.47;C;Juan pNZqX;15
8867685:08;116537.75;C;Ines YaJtEVN;4
22918206:08;50490.98;C;Sebastian qjvQUBTg;12
95094133:08;142839.23;B;Carlos ZSdpHpn;4
91119530:08;105019.74;D;Carlos JgPjmvQYn;13
84132327:08;144120.81;B;Laura uvWeh;12
31395578:08;57622.28;B;Carlos nquwHJI;14
19699328:08;124600.65;B;Juan rDnhwZ;1
88116025:08;149438.9;C;Laura MJcTm;12
72017868:08;73906.6;C;Sebastian ukFdkUJ;8
43907412:08;147399.92;A;Irina zDXcJu;16
45639956:08;97774.42;C;Juan lGUXIbaYV;17
64158889:08;92355.86;C;Laura RDskqagf;9
38739957:08;103971.19;C;Martin Tuuklzo;16
21718349:08;26577.09;A;Martin wMHXWbl;4
13076563:08;15463.65;A;Laura kemrrHM;15
29982718:08;93757.9;D;Laura hYuGWvZNJ;2
18429226:08;26589.32;B;Juan ATfoqBtk;6
50997724:08;77061.14;C;Laura OGflc;7
13715606:08;43133.63;D;Olga CpzuKsWcn;14
48304660:08;92623.58;D;Irina HYTVrve;12
67669822:08;132351.82;D;Sebastian yRktb;4
7546028:08;46224.5;B;Carlos qqxQLvUG;10
35498660:08;72677.58;C;Sebastian dueVpB;4
52687766:08;23705.95;D;Olga teooQCWj;12
92514762:08;27326.37;B;Ines RpCFRy;15
95600250:08;93559.63;B;Irina rRtHIN;1
61402554:08;86063.24;B;Carlos HJkcSI;8
85710671:08;71517.94;D;Martin qAmAjuwdv;15
30590582:08;110868.81;C;Sebastian oJqBYf;17
14433102:08;139549.95;D;Martin HGMsI;14
28958486:08;141352.42;D;Martin MfyNFtZ;9
69714880:08;127188.5;D;Sebastian oROUXTZtx;13
56285471:08;102127.16;A;Juan XhyvE;9
68023607:08;46138.11;C;Laura jWoGuCl;14
49040843:08;68236.74;A;Olga glfSzvO;2
16191500:08;114821.58;B;Sebastian JOyVkZ;11
43046053:08;82629.49;B;Sebastian dIruH;7
33119078:08;50973.66;B;Carlos fnswRdm;10
64499736:08;111295.97;D;Martin ThxzBzwC;2
88136195:08;141691.07;D;Martin zQghFA;1
58671065:08;106856.79;C;Laura IyKUpJy;5
1738501:08;111482.34;D;Olga tnRyote;16
2505794:08;15650.04;A;Martin zaTlgRp;1
55063852:08;43274.89;C;Laura iixmuhn;5
74266607:08;94631.23;A;Laura GpbOTNIIA;16
7970355:08;101471.61;B;Olga awsHB;15
37202646:08;119389.88;A;Laura QByFXbuF;14
70213019:08;21407.28;D;Laura IgNUUUdY;5
97806233:08;134772.87;C;Martin NdlUIXZV;2
88443700:08;80778.41;A;Carlos mxIMC;8
70033731:08;60955.74;D;Irina FOmPA;16
775747:08;110910.15;C;Sebastian HNBXoi;9
77904310:08;130076.27;C;Carlos KmCpqjqhg;2
67947979:08;31900.08;C;Irina pPshxWM;14
52454309:08;32632.39;A;Martin QpuKTmO;10
65755728:08;111416.45;B;Sebastian ORzXZmV;1
25078266:08;91549.63;B;Olga ngClq;9
29370162:08;74349.97;D;Martin fEjVTIdOS;11
31683193:08;121730.31;C;Sebastian UYxNXXf;17
7405607:08;85410.37;C;Irina drHNXKseo;7
8160345:08;132659.56;A;Laura WQnHDJRD;5
60335511:08;55278.83;B;Laura giSQFAlMD;10
98871437:08;117780.84;A;Carlos VYDKEubUz;5
4553936:08;32370.85;A;Olga joBMxWTDd;12
90628527:08;71001.87;B;Sebastian EukZA;17
61189337:08;143326.06;B;Laura uiVVR;7
53675954:08;116612.97;A;Irina amFVANcNr;11
